Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Bowler,Start Date
8.0,8,8,0,7.12,0.0,0.0,India,Nagpur,12/18/2009,Suranga Lakmal,2009
10.0,10,10,2,5.50,27.5,30.0,India,Kolkata,12/24/2009,Suranga Lakmal,2009
9.0,9,9,2,7.00,31.5,27.0,Bangladesh,Dhaka,01/04/2010,Suranga Lakmal,2010
8.0,8,8,0,6.00,0.0,0.0,India,Dhaka,01/05/2010,Suranga Lakmal,2010
10.0,10,10,0,7.50,0.0,0.0,India,Dhaka,01/10/2010,Suranga Lakmal,2010
7.0,7,7,2,7.42,26.0,21.0,England,The Oval,06/28/2011,Suranga Lakmal,2011
7.5,7,7,3,5.48,14.33,15.6,England,Leeds,07/01/2011,Suranga Lakmal,2011
10.0,10,10,2,6.20,31.0,30.0,England,Lord's,07/03/2011,Suranga Lakmal,2011
2.0,2,2,0,6.00,0.0,0.0,England,Nottingham,07/06/2011,Suranga Lakmal,2011
5.0,5,5,0,7.80,0.0,0.0,Australia,Pallekele,08/10/2011,Suranga Lakmal,2011
4.0,4,4,2,4.00,8.0,12.0,Pakistan,Dubai (DSC),11/11/2011,Suranga Lakmal,2011
10.0,10,10,1,6.70,67.0,60.0,India,Dhaka,03/13/2012,Suranga Lakmal,2012
8.0,8,8,2,4.62,18.5,24.0,Pakistan,Dhaka,03/15/2012,Suranga Lakmal,2012
7.1,7,7,1,6.13,44.0,43.0,Bangladesh,Dhaka,03/20/2012,Suranga Lakmal,2012
10.0,10,10,1,3.30,33.0,60.0,India,Port of Spain,07/11/2013,Suranga Lakmal,2013
5.5,5,5,3,3.77,7.33,11.6,South Africa,Colombo (RPS),07/31/2013,Suranga Lakmal,2013
10.0,10,10,2,7.30,36.5,30.0,Pakistan,Sharjah,12/18/2013,Suranga Lakmal,2013
9.0,9,9,1,5.44,49.0,54.0,Pakistan,Abu Dhabi,12/25/2013,Suranga Lakmal,2013
7.3,7,7,3,5.60,14.0,15.0,Pakistan,Abu Dhabi,12/27/2013,Suranga Lakmal,2013
10.0,10,10,2,2.40,12.0,30.0,Bangladesh,Dhaka,02/22/2014,Suranga Lakmal,2014
9.0,9,9,2,7.22,32.5,27.0,Pakistan,Fatullah,02/25/2014,Suranga Lakmal,2014
7.0,7,7,2,4.28,15.0,21.0,Afghanistan,Dhaka,03/03/2014,Suranga Lakmal,2014
10.0,10,10,2,3.20,16.0,30.0,Bangladesh,Dhaka,03/06/2014,Suranga Lakmal,2014
10.0,10,10,0,4.10,0.0,0.0,Pakistan,Dhaka,03/08/2014,Suranga Lakmal,2014
8.0,8,8,3,3.62,9.66,16.0,Ireland,Dublin,05/06/2014,Suranga Lakmal,2014
6.0,6,6,0,5.66,0.0,0.0,England,The Oval,05/22/2014,Suranga Lakmal,2014
8.0,8,8,4,3.75,7.5,12.0,England,Pallekele,12/13/2014,Suranga Lakmal,2014
8.0,8,8,2,3.12,12.5,24.0,England,Colombo (RPS),12/16/2014,Suranga Lakmal,2014
10.0,10,10,0,9.30,0.0,0.0,New Zealand,Dunedin,01/23/2015,Suranga Lakmal,2015
7.0,7,7,0,4.42,0.0,0.0,New Zealand,Dunedin,01/25/2015,Suranga Lakmal,2015
10.0,10,10,2,6.20,31.0,30.0,New Zealand,Christchurch,02/14/2015,Suranga Lakmal,2015
10.0,10,10,2,3.60,18.0,30.0,Afghanistan,Dunedin,02/22/2015,Suranga Lakmal,2015
8.0,8,8,2,6.12,24.5,24.0,Bangladesh,Melbourne,02/26/2015,Suranga Lakmal,2015
7.4,7,7,1,9.26,71.0,46.0,England,Wellington,03/01/2015,Suranga Lakmal,2015
5.0,5,5,1,4.20,21.0,30.0,Pakistan,Dambulla,07/11/2015,Suranga Lakmal,2015
8.0,8,8,1,6.25,50.0,48.0,Pakistan,Colombo (RPS),07/22/2015,Suranga Lakmal,2015
6.0,6,6,0,5.83,0.0,0.0,Pakistan,Hambantota,07/26/2015,Suranga Lakmal,2015
5.0,5,5,3,3.00,5.0,10.0,West Indies,Colombo (RPS),11/01/2015,Suranga Lakmal,2015
7.0,7,7,1,7.28,51.0,42.0,West Indies,Colombo (RPS),11/04/2015,Suranga Lakmal,2015
7.0,7,7,2,5.71,20.0,21.0,West Indies,Pallekele,11/07/2015,Suranga Lakmal,2015
3.0,3,3,0,8.00,0.0,0.0,New Zealand,Christchurch,12/26/2015,Suranga Lakmal,2015
10.0,10,10,4,3.80,9.5,15.0,Ireland,Dublin (Malahide),06/18/2016,Suranga Lakmal,2016
10.0,10,10,2,6.50,32.5,30.0,England,Nottingham,06/21/2016,Suranga Lakmal,2016
5.0,5,5,0,4.20,0.0,0.0,England,Birmingham,06/24/2016,Suranga Lakmal,2016
2.0,2,2,1,4.00,8.0,12.0,England,Bristol,06/26/2016,Suranga Lakmal,2016
7.0,7,7,1,6.85,48.0,42.0,England,The Oval,06/29/2016,Suranga Lakmal,2016
10.0,10,10,1,6.50,65.0,60.0,England,Cardiff,07/02/2016,Suranga Lakmal,2016
8.0,8,8,0,3.75,0.0,0.0,Australia,Pallekele,09/04/2016,Suranga Lakmal,2016
7.0,7,7,2,2.71,9.5,21.0,Zimbabwe,Harare,11/14/2016,Suranga Lakmal,2016
9.2,9,9,2,4.82,22.5,28.0,West Indies,Harare,11/16/2016,Suranga Lakmal,2016
4.0,4,4,0,3.50,0.0,0.0,Zimbabwe,Bulawayo,11/21/2016,Suranga Lakmal,2016
10.0,10,10,2,6.70,33.5,30.0,West Indies,Bulawayo,11/23/2016,Suranga Lakmal,2016
6.0,6,6,1,3.83,23.0,36.0,Zimbabwe,Bulawayo,11/27/2016,Suranga Lakmal,2016
6.0,6,6,0,4.83,0.0,0.0,South Africa,Port Elizabeth,01/28/2017,Suranga Lakmal,2017
7.0,7,7,2,7.71,27.0,21.0,South Africa,Durban,02/01/2017,Suranga Lakmal,2017
6.0,6,6,0,3.83,0.0,0.0,South Africa,Johannesburg,02/04/2017,Suranga Lakmal,2017
10.0,10,10,3,7.10,23.66,20.0,South Africa,Centurion,02/10/2017,Suranga Lakmal,2017
8.0,8,8,2,5.62,22.5,24.0,Bangladesh,Dambulla,03/25/2017,Suranga Lakmal,2017
8.0,8,8,2,4.75,19.0,24.0,Bangladesh,Colombo (SSC),04/01/2017,Suranga Lakmal,2017
10.0,10,10,1,5.10,51.0,60.0,South Africa,The Oval,06/03/2017,Suranga Lakmal,2017
10.0,10,10,1,7.20,72.0,60.0,India,The Oval,06/08/2017,Suranga Lakmal,2017
10.0,10,10,1,4.80,48.0,60.0,Pakistan,Cardiff,06/12/2017,Suranga Lakmal,2017
10.0,10,10,2,4.70,23.5,30.0,Pakistan,Dubai (DSC),10/13/2017,Suranga Lakmal,2017
10.0,10,10,1,4.20,42.0,60.0,Pakistan,Abu Dhabi,10/16/2017,Suranga Lakmal,2017
7.0,7,7,0,3.57,0.0,0.0,Pakistan,Sharjah,10/20/2017,Suranga Lakmal,2017
10.0,10,10,4,1.30,3.25,15.0,India,Dharamsala,12/10/2017,Suranga Lakmal,2017
8.0,8,8,0,8.87,0.0,0.0,India,Mohali,12/13/2017,Suranga Lakmal,2017
5.0,5,5,0,4.00,0.0,0.0,India,Visakhapatnam,12/17/2017,Suranga Lakmal,2017
10.0,10,10,1,7.00,70.0,60.0,Zimbabwe,Dhaka,01/17/2018,Suranga Lakmal,2018
9.0,9,9,0,6.66,0.0,0.0,Bangladesh,Dhaka,01/19/2018,Suranga Lakmal,2018
7.0,7,7,0,3.28,0.0,0.0,Zimbabwe,Dhaka,01/21/2018,Suranga Lakmal,2018
7.0,7,7,3,3.00,7.0,14.0,Bangladesh,Dhaka,01/25/2018,Suranga Lakmal,2018
9.0,9,9,0,3.22,0.0,0.0,Bangladesh,Dhaka,01/27/2018,Suranga Lakmal,2018
6.0,6,6,1,6.16,37.0,36.0,South Africa,Dambulla,07/29/2018,Suranga Lakmal,2018
7.0,7,7,1,5.57,39.0,42.0,South Africa,Dambulla,08/01/2018,Suranga Lakmal,2018
9.0,9,9,0,6.55,0.0,0.0,South Africa,Pallekele,08/05/2018,Suranga Lakmal,2018
5.0,5,5,3,9.20,15.33,10.0,South Africa,Pallekele,08/08/2018,Suranga Lakmal,2018
4.0,4,4,1,5.50,22.0,24.0,South Africa,Colombo (RPS),08/12/2018,Suranga Lakmal,2018
10.0,10,10,1,4.60,46.0,60.0,Bangladesh,Dubai (DSC),09/15/2018,Suranga Lakmal,2018
9.0,9,9,1,9.22,83.0,54.0,India,Guwahati,10/21/2018,Oshane Thomas,2018
4.0,4,4,1,8.25,33.0,24.0,India,Thiruvananthapuram,11/01/2018,Oshane Thomas,2018
5.0,5,5,1,6.80,34.0,30.0,Bangladesh,Dhaka,12/09/2018,Oshane Thomas,2018
10.0,10,10,3,5.40,18.0,20.0,Bangladesh,Dhaka,12/11/2018,Oshane Thomas,2018
9.0,9,9,1,8.00,72.0,54.0,England,Bridgetown,02/20/2019,Oshane Thomas,2019
5.0,5,5,1,6.40,32.0,30.0,England,Bridgetown,02/22/2019,Oshane Thomas,2019
10.0,10,10,2,8.40,42.0,30.0,England,St George's,02/27/2019,Oshane Thomas,2019
5.1,5,5,5,4.06,4.2,6.2,England,Gros Islet,03/02/2019,Oshane Thomas,2019
10.0,10,10,1,3.70,37.0,60.0,Ireland,Mohali,03/11/2011,Andre Russell,2011
8.0,8,8,4,6.12,12.25,12.0,England,Chennai,03/17/2011,Andre Russell,2011
9.1,9,9,2,5.01,23.0,27.5,India,Chennai,03/20/2011,Andre Russell,2011
5.0,5,5,0,7.20,0.0,0.0,Pakistan,Gros Islet,04/23/2011,Andre Russell,2011
4.0,4,4,0,5.75,0.0,0.0,Pakistan,Bridgetown,04/28/2011,Andre Russell,2011
9.0,9,9,1,6.55,59.0,54.0,India,North Sound,06/11/2011,Andre Russell,2011
7.0,7,7,3,2.28,5.33,14.0,India,North Sound,06/13/2011,Andre Russell,2011
8.3,8,8,4,4.11,8.75,12.7,India,Kingston,06/16/2011,Andre Russell,2011
9.0,9,9,2,4.88,22.0,27.0,Bangladesh,Dhaka,10/13/2011,Andre Russell,2011
9.0,9,9,1,5.55,50.0,54.0,Bangladesh,Dhaka,10/15/2011,Andre Russell,2011
9.0,9,9,2,3.22,14.5,27.0,India,Cuttack,11/29/2011,Andre Russell,2011
8.1,8,8,0,7.34,0.0,0.0,India,Visakhapatnam,12/02/2011,Andre Russell,2011
4.0,4,4,0,6.25,0.0,0.0,India,Ahmedabad,12/05/2011,Andre Russell,2011
7.0,7,7,1,9.00,63.0,42.0,India,Indore,12/08/2011,Andre Russell,2011
6.0,6,6,0,5.16,0.0,0.0,India,Chennai,12/11/2011,Andre Russell,2011
4.0,4,4,0,5.25,0.0,0.0,Australia,Kingstown,03/16/2012,Andre Russell,2012
6.0,6,6,0,2.33,0.0,0.0,Australia,Kingstown,03/18/2012,Andre Russell,2012
5.0,5,5,0,5.60,0.0,0.0,Australia,Kingstown,03/20/2012,Andre Russell,2012
7.0,7,7,2,4.85,17.0,21.0,Australia,Gros Islet,03/23/2012,Andre Russell,2012
9.0,9,9,4,6.77,15.25,13.5,Australia,Gros Islet,03/25/2012,Andre Russell,2012
6.0,6,6,0,7.16,0.0,0.0,England,Southampton,06/16/2012,Andre Russell,2012
10.0,10,10,4,4.50,11.25,15.0,New Zealand,Kingston,07/05/2012,Andre Russell,2012
9.0,9,9,1,5.66,51.0,54.0,New Zealand,Kingston,07/07/2012,Andre Russell,2012
9.0,9,9,4,6.33,14.25,13.5,New Zealand,Basseterre,07/11/2012,Andre Russell,2012
6.0,6,6,1,8.16,49.0,36.0,New Zealand,Basseterre,07/14/2012,Andre Russell,2012
4.0,4,4,0,6.25,0.0,0.0,New Zealand,Basseterre,07/16/2012,Andre Russell,2012
7.0,7,7,1,4.00,28.0,42.0,Bangladesh,Khulna,11/30/2012,Andre Russell,2012
9.0,9,9,1,6.44,58.0,54.0,Bangladesh,Khulna,12/02/2012,Andre Russell,2012
10.0,10,10,0,5.10,0.0,0.0,Bangladesh,Dhaka,12/08/2012,Andre Russell,2012
5.0,5,5,0,8.20,0.0,0.0,Australia,Canberra,02/06/2013,Andre Russell,2013
6.0,6,6,1,6.66,40.0,36.0,Australia,Sydney,02/08/2013,Andre Russell,2013
7.0,7,7,2,3.42,12.0,21.0,Zimbabwe,St George's,02/22/2013,Andre Russell,2013
6.0,6,6,0,4.83,0.0,0.0,Zimbabwe,St George's,02/24/2013,Andre Russell,2013
4.0,4,4,2,7.75,15.5,12.0,New Zealand,Hamilton,01/08/2014,Andre Russell,2014
4.0,4,4,1,5.25,21.0,24.0,India,Kochi,10/08/2014,Andre Russell,2014
3.0,3,3,0,4.66,0.0,0.0,India,Delhi,10/11/2014,Andre Russell,2014
7.0,7,7,1,6.85,48.0,42.0,India,Dharamsala,10/17/2014,Andre Russell,2014
10.0,10,10,2,5.10,25.5,30.0,South Africa,Durban,01/16/2015,Andre Russell,2015
10.0,10,10,1,7.80,78.0,60.0,South Africa,Johannesburg,01/18/2015,Andre Russell,2015
5.0,5,5,0,3.00,0.0,0.0,South Africa,East London,01/21/2015,Andre Russell,2015
10.0,10,10,1,6.00,60.0,60.0,South Africa,Port Elizabeth,01/25/2015,Andre Russell,2015
8.0,8,8,3,10.62,28.33,16.0,South Africa,Centurion,01/28/2015,Andre Russell,2015
6.0,6,6,0,5.50,0.0,0.0,Ireland,Nelson,02/16/2015,Andre Russell,2015
8.0,8,8,3,4.12,11.0,16.0,Pakistan,Christchurch,02/21/2015,Andre Russell,2015
5.0,5,5,0,8.80,0.0,0.0,Zimbabwe,Canberra,02/24/2015,Andre Russell,2015
9.0,9,9,2,8.22,37.0,27.0,South Africa,Sydney,02/27/2015,Andre Russell,2015
8.0,8,8,2,5.37,21.5,24.0,India,Perth,03/06/2015,Andre Russell,2015
8.0,8,8,2,2.50,10.0,24.0,U.A.E.,Napier,03/15/2015,Andre Russell,2015
10.0,10,10,2,9.60,48.0,30.0,New Zealand,Wellington,03/21/2015,Andre Russell,2015
0.5,0,0,0,21.60,0.0,0.0,Sri Lanka,Colombo (RPS),11/01/2015,Andre Russell,2015
9.0,9,9,1,6.88,62.0,54.0,Bangladesh,Providence,07/22/2018,Andre Russell,2018
10.0,10,10,2,2.90,14.5,30.0,Bermuda,King City (NW),08/20/2008,Kemar Roach,2008
8.0,8,8,1,6.12,49.0,48.0,Canada,King City (NW),08/22/2008,Kemar Roach,2008
10.0,10,10,5,4.40,8.8,12.0,Bangladesh,Roseau,07/26/2009,Kemar Roach,2009
7.5,7,7,1,7.02,55.0,47.0,Bangladesh,Roseau,07/28/2009,Kemar Roach,2009
9.5,9,9,4,6.40,15.75,14.7,Bangladesh,Basseterre,07/31/2009,Kemar Roach,2009
10.0,10,10,2,7.30,36.5,30.0,Australia,Johannesburg,09/26/2009,Kemar Roach,2009
6.0,6,6,1,4.50,27.0,36.0,India,Johannesburg,09/30/2009,Kemar Roach,2009
10.0,10,10,1,4.10,41.0,60.0,Australia,Melbourne,02/07/2010,Kemar Roach,2010
6.0,6,6,1,7.33,44.0,36.0,Australia,Adelaide,02/09/2010,Kemar Roach,2010
9.0,9,9,1,3.77,34.0,54.0,Zimbabwe,Providence,03/04/2010,Kemar Roach,2010
9.5,9,9,3,3.76,12.33,19.6,Zimbabwe,Providence,03/06/2010,Kemar Roach,2010
9.0,9,9,3,3.11,9.33,18.0,Zimbabwe,Kingstown,03/10/2010,Kemar Roach,2010
7.2,7,7,1,4.09,30.0,44.0,Zimbabwe,Kingstown,03/12/2010,Kemar Roach,2010
8.0,8,8,0,3.62,0.0,0.0,Sri Lanka,Colombo (SSC),02/03/2011,Kemar Roach,2011
8.0,8,8,1,5.25,42.0,48.0,South Africa,Delhi,02/24/2011,Kemar Roach,2011
8.3,8,8,6,3.17,4.5,8.5,Netherlands,Delhi,02/28/2011,Kemar Roach,2011
6.0,6,6,3,3.16,6.33,12.0,Bangladesh,Dhaka,03/04/2011,Kemar Roach,2011
8.0,8,8,1,4.25,34.0,48.0,Ireland,Mohali,03/11/2011,Kemar Roach,2011
9.4,9,9,2,3.51,17.0,29.0,England,Chennai,03/17/2011,Kemar Roach,2011
5.5,5,5,0,6.68,0.0,0.0,Pakistan,Dhaka,03/23/2011,Kemar Roach,2011
9.3,9,9,0,6.10,0.0,0.0,Pakistan,Gros Islet,04/23/2011,Kemar Roach,2011
9.0,9,9,0,4.77,0.0,0.0,Pakistan,Gros Islet,04/25/2011,Kemar Roach,2011
9.0,9,9,0,4.00,0.0,0.0,Pakistan,Bridgetown,04/28/2011,Kemar Roach,2011
10.0,10,10,2,6.70,33.5,30.0,Pakistan,Bridgetown,05/02/2011,Kemar Roach,2011
8.2,8,8,0,5.52,0.0,0.0,India,North Sound,06/11/2011,Kemar Roach,2011
8.0,8,8,0,2.75,0.0,0.0,India,North Sound,06/13/2011,Kemar Roach,2011
10.0,10,10,2,5.20,26.0,30.0,India,Kingston,06/16/2011,Kemar Roach,2011
8.0,8,8,0,6.00,0.0,0.0,Bangladesh,Dhaka,10/13/2011,Kemar Roach,2011
10.0,10,10,3,4.90,16.33,20.0,Bangladesh,Dhaka,10/15/2011,Kemar Roach,2011
5.0,5,5,1,3.20,16.0,30.0,Bangladesh,Chattogram,10/18/2011,Kemar Roach,2011
10.0,10,10,3,4.60,15.33,20.0,India,Cuttack,11/29/2011,Kemar Roach,2011
10.0,10,10,2,4.00,20.0,30.0,India,Visakhapatnam,12/02/2011,Kemar Roach,2011
10.0,10,10,1,5.40,54.0,60.0,India,Ahmedabad,12/05/2011,Kemar Roach,2011
10.0,10,10,1,8.80,88.0,60.0,India,Indore,12/08/2011,Kemar Roach,2011
8.0,8,8,2,5.75,23.0,24.0,India,Chennai,12/11/2011,Kemar Roach,2011
10.0,10,10,2,3.30,16.5,30.0,Australia,Kingstown,03/16/2012,Kemar Roach,2012
8.0,8,8,2,2.87,11.5,24.0,Australia,Kingstown,03/18/2012,Kemar Roach,2012
10.0,10,10,2,4.20,21.0,30.0,Australia,Kingstown,03/20/2012,Kemar Roach,2012
9.3,9,9,2,7.78,37.0,28.5,Australia,Gros Islet,03/23/2012,Kemar Roach,2012
9.0,9,9,3,5.88,17.66,18.0,Australia,Gros Islet,03/25/2012,Kemar Roach,2012
7.0,7,7,0,6.85,0.0,0.0,Bangladesh,Khulna,11/30/2012,Kemar Roach,2012
8.0,8,8,2,3.62,14.5,24.0,Bangladesh,Dhaka,12/07/2012,Kemar Roach,2012
9.0,9,9,5,6.22,11.2,10.8,Bangladesh,Dhaka,12/08/2012,Kemar Roach,2012
2.0,2,2,0,14.50,0.0,0.0,Australia,Perth,02/01/2013,Kemar Roach,2013
10.0,10,10,1,5.10,51.0,60.0,Australia,Perth,02/03/2013,Kemar Roach,2013
9.0,9,9,1,8.00,72.0,54.0,Australia,Canberra,02/06/2013,Kemar Roach,2013
10.0,10,10,1,5.20,52.0,60.0,Australia,Melbourne,02/10/2013,Kemar Roach,2013
8.0,8,8,1,1.87,15.0,48.0,Zimbabwe,St George's,02/22/2013,Kemar Roach,2013
10.0,10,10,1,6.30,63.0,60.0,Zimbabwe,St George's,02/24/2013,Kemar Roach,2013
7.0,7,7,0,2.14,0.0,0.0,Zimbabwe,St George's,02/26/2013,Kemar Roach,2013
10.0,10,10,3,2.80,9.33,20.0,Pakistan,The Oval,06/07/2013,Kemar Roach,2013
6.0,6,6,0,7.83,0.0,0.0,India,The Oval,06/11/2013,Kemar Roach,2013
7.0,7,7,0,5.85,0.0,0.0,Sri Lanka,Kingston,06/28/2013,Kemar Roach,2013
10.0,10,10,2,4.10,20.5,30.0,India,Kingston,06/30/2013,Kemar Roach,2013
10.0,10,10,1,6.90,69.0,60.0,India,Port of Spain,07/05/2013,Kemar Roach,2013
8.0,8,8,4,3.37,6.75,12.0,Sri Lanka,Port of Spain,07/07/2013,Kemar Roach,2013
10.0,10,10,2,3.80,19.0,30.0,Pakistan,Providence,07/14/2013,Kemar Roach,2013
6.0,6,6,1,2.33,14.0,36.0,Pakistan,Providence,07/16/2013,Kemar Roach,2013
10.0,10,10,1,3.50,35.0,60.0,Pakistan,Gros Islet,07/19/2013,Kemar Roach,2013
6.0,6,6,1,5.50,33.0,36.0,Pakistan,Gros Islet,07/21/2013,Kemar Roach,2013
10.0,10,10,0,4.80,0.0,0.0,Bangladesh,St George's,08/20/2014,Kemar Roach,2014
6.0,6,6,3,3.16,6.33,12.0,Bangladesh,St George's,08/22/2014,Kemar Roach,2014
9.0,9,9,1,5.33,48.0,54.0,Bangladesh,Basseterre,08/25/2014,Kemar Roach,2014
6.0,6,6,0,8.66,0.0,0.0,Ireland,Nelson,02/16/2015,Kemar Roach,2015
8.0,8,8,1,5.50,44.0,48.0,India,Perth,03/06/2015,Kemar Roach,2015
8.0,8,8,0,6.75,0.0,0.0,U.A.E.,Napier,03/15/2015,Kemar Roach,2015
10.0,10,10,1,6.00,60.0,60.0,U.A.E.,Harare,03/06/2018,Kemar Roach,2018
10.0,10,10,4,2.70,6.75,15.0,Ireland,Harare,03/10/2018,Kemar Roach,2018
10.0,10,10,3,5.50,18.33,20.0,Zimbabwe,Harare,03/19/2018,Kemar Roach,2018
7.0,7,7,2,2.85,10.0,21.0,Scotland,Harare,03/21/2018,Kemar Roach,2018
5.0,5,5,0,4.80,0.0,0.0,Afghanistan,Harare,03/25/2018,Kemar Roach,2018
7.0,7,7,0,7.42,0.0,0.0,India,Guwahati,10/21/2018,Kemar Roach,2018
10.0,10,10,1,6.70,67.0,60.0,India,Visakhapatnam,10/24/2018,Kemar Roach,2018
10.0,10,10,1,4.80,48.0,60.0,India,Pune,10/27/2018,Kemar Roach,2018
10.0,10,10,2,7.40,37.0,30.0,India,Mumbai (BS),10/29/2018,Kemar Roach,2018
5.0,5,5,0,2.60,0.0,0.0,India,Thiruvananthapuram,11/01/2018,Kemar Roach,2018
6.0,6,6,0,5.83,0.0,0.0,Bangladesh,Dhaka,12/09/2018,Kemar Roach,2018
10.0,10,10,1,3.90,39.0,60.0,Bangladesh,Dhaka,12/11/2018,Kemar Roach,2018
3.0,3,3,0,5.33,0.0,0.0,Bangladesh,Sylhet,12/14/2018,Kemar Roach,2018
7.0,7,7,2,4.00,14.0,21.0,Ireland,Dublin,05/05/2019,Kemar Roach,2019
7.0,7,7,0,4.28,0.0,0.0,Bangladesh,Dublin,05/07/2019,Kemar Roach,2019
10.0,10,10,0,6.20,0.0,0.0,Ireland,Dublin (Malahide),05/11/2019,Kemar Roach,2019
6.0,6,6,1,7.66,46.0,36.0,Bangladesh,Dublin (Malahide),05/13/2019,Kemar Roach,2019
5.0,5,5,0,11.40,0.0,0.0,Bangladesh,Dublin (Malahide),05/17/2019,Kemar Roach,2019
10.0,10,10,3,4.60,15.33,20.0,Sri Lanka,Harare,11/16/2016,Ashley Nurse,2016
10.0,10,10,1,5.50,55.0,60.0,Zimbabwe,Bulawayo,11/19/2016,Ashley Nurse,2016
8.0,8,8,1,7.25,58.0,48.0,Sri Lanka,Bulawayo,11/23/2016,Ashley Nurse,2016
10.0,10,10,3,2.70,9.0,20.0,Zimbabwe,Bulawayo,11/25/2016,Ashley Nurse,2016
10.0,10,10,2,5.70,28.5,30.0,England,North Sound,03/03/2017,Ashley Nurse,2017
10.0,10,10,3,3.40,11.33,20.0,England,North Sound,03/05/2017,Ashley Nurse,2017
8.0,8,8,1,7.12,57.0,48.0,England,Bridgetown,03/09/2017,Ashley Nurse,2017
10.0,10,10,4,6.20,15.5,15.0,Pakistan,Providence,04/07/2017,Ashley Nurse,2017
10.0,10,10,1,4.20,42.0,60.0,Pakistan,Providence,04/09/2017,Ashley Nurse,2017
10.0,10,10,1,4.90,49.0,60.0,Pakistan,Providence,04/11/2017,Ashley Nurse,2017
10.0,10,10,2,3.40,17.0,30.0,Afghanistan,Gros Islet,06/09/2017,Ashley Nurse,2017
9.3,9,9,2,3.47,16.5,28.5,Afghanistan,Gros Islet,06/11/2017,Ashley Nurse,2017
4.0,4,4,0,5.50,0.0,0.0,India,Port of Spain,06/23/2017,Ashley Nurse,2017
9.0,9,9,1,4.22,38.0,54.0,India,Port of Spain,06/25/2017,Ashley Nurse,2017
10.0,10,10,0,3.40,0.0,0.0,India,North Sound,06/30/2017,Ashley Nurse,2017
10.0,10,10,1,2.90,29.0,60.0,India,North Sound,07/02/2017,Ashley Nurse,2017
4.0,4,4,0,8.50,0.0,0.0,India,Kingston,07/06/2017,Ashley Nurse,2017
8.5,8,8,0,5.43,0.0,0.0,England,Manchester,09/19/2017,Ashley Nurse,2017
8.0,8,8,1,7.37,59.0,48.0,England,Bristol,09/24/2017,Ashley Nurse,2017
3.0,3,3,0,13.00,0.0,0.0,England,The Oval,09/27/2017,Ashley Nurse,2017
8.0,8,8,0,7.00,0.0,0.0,England,Southampton,09/29/2017,Ashley Nurse,2017
10.0,10,10,2,5.50,27.5,30.0,New Zealand,Whangarei,12/20/2017,Ashley Nurse,2017
10.0,10,10,0,4.50,0.0,0.0,New Zealand,Christchurch,12/23/2017,Ashley Nurse,2017
2.0,2,2,0,13.00,0.0,0.0,New Zealand,Christchurch,12/26/2017,Ashley Nurse,2017
9.0,9,9,0,6.77,0.0,0.0,U.A.E.,Harare,03/06/2018,Ashley Nurse,2018
6.0,6,6,1,5.16,31.0,36.0,P.N.G.,Harare,03/08/2018,Ashley Nurse,2018
7.0,7,7,0,4.14,0.0,0.0,Ireland,Harare,03/10/2018,Ashley Nurse,2018
9.0,9,9,1,4.33,39.0,54.0,Afghanistan,Harare,03/15/2018,Ashley Nurse,2018
4.0,4,4,0,7.00,0.0,0.0,Zimbabwe,Harare,03/19/2018,Ashley Nurse,2018
9.2,9,9,2,3.75,17.5,28.0,Scotland,Harare,03/21/2018,Ashley Nurse,2018
10.0,10,10,0,3.10,0.0,0.0,Afghanistan,Harare,03/25/2018,Ashley Nurse,2018
10.0,10,10,0,3.90,0.0,0.0,Bangladesh,Providence,07/22/2018,Ashley Nurse,2018
10.0,10,10,1,3.40,34.0,60.0,Bangladesh,Providence,07/25/2018,Ashley Nurse,2018
10.0,10,10,2,5.30,26.5,30.0,Bangladesh,Basseterre,07/28/2018,Ashley Nurse,2018
7.0,7,7,0,9.00,0.0,0.0,India,Guwahati,10/21/2018,Ashley Nurse,2018
10.0,10,10,2,4.60,23.0,30.0,India,Visakhapatnam,10/24/2018,Ashley Nurse,2018
10.0,10,10,2,4.30,21.5,30.0,India,Pune,10/27/2018,Ashley Nurse,2018
8.0,8,8,1,7.12,57.0,48.0,India,Mumbai (BS),10/29/2018,Ashley Nurse,2018
10.0,10,10,0,6.90,0.0,0.0,England,Bridgetown,02/20/2019,Ashley Nurse,2019
6.0,6,6,0,4.66,0.0,0.0,England,Bridgetown,02/22/2019,Ashley Nurse,2019
10.0,10,10,1,6.80,68.0,60.0,England,St George's,02/27/2019,Ashley Nurse,2019
4.0,4,4,0,6.00,0.0,0.0,England,Gros Islet,03/02/2019,Ashley Nurse,2019
7.4,7,7,4,6.65,12.75,11.5,Ireland,Dublin,05/05/2019,Ashley Nurse,2019
7.0,7,7,0,6.57,0.0,0.0,Bangladesh,Dublin,05/07/2019,Ashley Nurse,2019
4.0,4,4,0,9.25,0.0,0.0,Ireland,Dublin (Malahide),05/11/2019,Ashley Nurse,2019
10.0,10,10,3,5.30,17.66,20.0,Bangladesh,Dublin (Malahide),05/13/2019,Ashley Nurse,2019
3.0,3,3,0,11.66,0.0,0.0,Bangladesh,Dublin (Malahide),05/17/2019,Ashley Nurse,2019
9.0,9,9,1,4.77,43.0,54.0,Australia,Bridgetown,06/21/2016,Shannon Gabriel,2016
5.0,5,5,3,3.40,5.66,10.0,South Africa,Bridgetown,06/24/2016,Shannon Gabriel,2016
